"phi_g8_eig_1","Points:0","Points:1","Points:2"
0.34777,0,123.44,0
0.32638,0,123.7,0
0.30511,0,123.95,0
0.28396,0,124.21,0
0.26292,0,124.46,0
0.24199,0,124.71,0
0.22117,0,124.97,0
0.20046,0,125.22,0
0.17985,0,125.48,0
0.15934,0,125.73,0
0.13893,0,125.98,0
0.11861,0,126.24,0
0.098393,0,126.49,0
0.078266,0,126.75,0
0.058232,0,127,0
