"Material_id","Power_eig0","phi_assembly_g_0_eig0","phi_assembly_g_1_eig0","phi_assembly_g_2_eig0","phi_assembly_g_3_eig0","phi_assembly_g_4_eig0","phi_assembly_g_5_eig0","phi_assembly_g_6_eig0","phi_assembly_g_7_eig0","phi_g1_eig_1","phi_g2_eig_1","phi_g3_eig_1","phi_g4_eig_1","phi_g5_eig_1","phi_g6_eig_1","phi_g7_eig_1","phi_g8_eig_1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.385,1.7689,1.9167,0.70609,3.1152,7.6846,8.1075,3.7563,1,231.65,0,104.65,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.3484,1.7188,1.8615,0.68684,3.0447,7.5135,7.9273,3.6728,1,231.9,0,104.9,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.3118,1.6688,1.8063,0.6676,2.9743,7.3424,7.7471,3.5893,1,232.16,0,105.16,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.2753,1.6188,1.7512,0.64836,2.9038,7.1713,7.567,3.5057,1,232.41,0,105.41,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.2387,1.5688,1.696,0.62913,2.8334,7.0003,7.3869,3.4222,1,232.66,0,105.66,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.2021,1.5189,1.6409,0.6099,2.7629,6.8293,7.2068,3.3388,1,232.92,0,105.92,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.1656,1.4689,1.5858,0.59067,2.6925,6.6583,7.0267,3.2553,1,233.17,0,106.17,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.129,1.419,1.5307,0.57145,2.6221,6.4874,6.8467,3.1718,1,233.43,0,106.43,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.0925,1.3691,1.4756,0.55224,2.5517,6.3165,6.6667,3.0884,1,233.68,0,106.68,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.0559,1.3192,1.4206,0.53304,2.4813,6.1457,6.4868,3.005,1,233.93,0,106.93,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.0254,1.2781,1.3754,0.51702,2.4194,5.9947,6.3277,2.9312,1,234.19,0,107.19,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,0.9998,1.2445,1.3385,0.50371,2.3648,5.8606,6.1864,2.8657,1,234.44,0,107.44,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,0.97425,1.2109,1.3016,0.4904,2.3101,5.7266,6.0451,2.8002,1,234.7,0,107.7,0
